PSR ID	B(deg)	L(deg)	Period(s)	Pdot	Flux(photons/cm^2/s)	LowCut(GeV)	HighCut(GeV)	SpectralIndex	T-Zero(MJD)	Binary(Y/N)	NumBins	Lite1	Lite2	Lite3	Lite4	Lite5	Lite6	Lite7	Lite8	Lite9	Lite10	Lite11	Lite12	Lite13	Lite14	Lite15	Lite16	Lite17	Lite18	Lite19	Lite20	Lite21
GRS001157454	-3.72E+00	2.53E+02	7.89E-01	1.55E-14	6.56E-11	1.00E-01	1.78E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.31E-09	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001163663	1.18E-01	2.73E+01	3.61E-01	6.21E-15	1.03E-09	1.00E-01	2.81E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.59E-10	3.36E-09	1.34E-08	3.36E-09	2.59E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001164622	-5.81E-02	3.00E+02	4.58E-01	1.10E-14	8.16E-11	1.00E-01	2.11E+01	6.67E-01	5.19E+04	N	21	4.64E-11	4.77E-11	5.16E-11	5.79E-11	6.64E-11	7.67E-11	8.80E-11	9.91E-11	1.09E-10	1.15E-10	1.17E-10	1.15E-10	1.09E-10	9.91E-11	8.80E-11	7.67E-11	6.64E-11	5.79E-11	5.16E-11	4.77E-11	4.64E-11
GRS001166258	2.61E-01	2.90E+02	3.83E-01	7.94E-15	6.32E-11	1.00E-01	2.48E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.21E-12	8.39E-11	2.80E-10	5.21E-10	2.80E-10	8.39E-11	7.21E-12	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001169106	-5.56E+00	3.44E+02	1.28E-01	1.95E-17	9.66E-10	1.00E-01	5.01E+02	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.56E-10	1.88E-08	2.56E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001170314	4.75E-01	8.77E+00	1.77E-01	2.56E-14	3.51E-13	1.00E-01	1.38E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.81E-12	3.40E-12	1.81E-12	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001170352	-7.97E-01	3.32E+02	2.63E-01	1.30E-15	5.71E-11	1.00E-01	6.13E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.13E-11	2.26E-10	6.28E-10	2.26E-10	3.13E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001170411	2.72E+00	2.79E+02	4.61E-01	1.88E-15	7.79E-14	1.00E-01	5.11E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.56E-12	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001172936	-1.02E-01	3.27E+02	3.28E-01	2.41E-14	1.25E-09	1.00E-01	1.42E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.25E-10	1.61E-09	2.12E-08	1.61E-09	2.25E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001176810	-1.48E-01	3.37E+02	4.29E-01	1.10E-14	4.84E-10	1.00E-01	2.11E+01	6.67E-01	5.19E+04	N	21	5.67E-11	5.86E-11	6.48E-11	7.65E-11	9.63E-11	1.30E-10	1.90E-10	3.14E-10	6.45E-10	3.21E-09	0.00E+00	3.21E-09	6.45E-10	3.14E-10	1.90E-10	1.30E-10	9.63E-11	7.65E-11	6.48E-11	5.86E-11	5.67E-11
GRS001178791	-4.45E-01	3.35E+02	1.29E+00	1.71E-14	8.20E-12	1.00E-01	1.69E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.64E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001179520	2.08E+00	1.03E+00	2.21E-01	5.75E-16	1.01E-09	1.00E-01	9.22E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.86E-11	4.49E-10	1.92E-08	4.49E-10	1.86E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001182026	-1.25E+01	6.80E+01	3.68E-01	1.90E-15	1.07E-10	1.00E-01	5.07E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.96E-11	5.72E-10	8.61E-10	5.72E-10	6.96E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001185161	1.85E-01	2.29E+02	6.16E-01	1.68E-15	6.77E-12	1.00E-01	5.39E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.35E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001185448	1.61E+00	3.12E+02	5.59E-01	7.91E-15	6.56E-13	1.00E-01	2.49E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.31E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001185652	3.09E+00	6.96E+01	1.23E-01	3.34E-16	1.65E-12	1.00E-01	1.21E+02	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.74E-12	1.56E-11	8.74E-12	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS111186970	-2.42E+00	3.65E+00	4.38E-01	2.04E-13	1.98E-07	1.00E-01	4.90E+00	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.88E-08	2.09E-07	7.33E-07	1.97E-06	7.33E-07	2.09E-07	4.88E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001187447	4.77E+00	6.44E+00	3.43E-01	1.67E-16	5.13E-12	1.00E-01	1.71E+02	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.03E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001188393	5.96E+00	2.27E+01	2.87E-01	9.86E-16	4.72E-11	1.00E-01	7.05E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.28E-11	2.29E-10	4.20E-10	2.29E-10	3.28E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001188539	-2.00E+00	3.21E+02	3.18E-01	3.77E-16	6.50E-11	1.00E-01	1.14E+02	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.71E-11	6.84E-11	2.31E-10	6.68E-10	2.31E-10	6.84E-11	1.71E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001188557	4.67E-01	1.47E+01	2.75E-01	6.95E-15	1.17E-11	1.00E-01	2.65E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.50E-12	6.30E-11	1.04E-10	6.30E-11	2.50E-12	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001189536	-1.04E+01	3.00E+01	5.18E-01	3.02E-15	5.16E-10	1.00E-01	4.02E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.66E-10	9.98E-09	1.66E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001189552	1.00E-01	2.82E+02	3.05E-01	3.99E-15	1.02E-10	1.00E-01	3.50E+01	6.67E-01	5.19E+04	N	21	5.95E-11	6.08E-11	6.46E-11	7.11E-11	8.03E-11	9.23E-11	1.07E-10	1.22E-10	1.37E-10	1.48E-10	1.52E-10	1.48E-10	1.37E-10	1.22E-10	1.07E-10	9.23E-11	8.03E-11	7.11E-11	6.46E-11	6.08E-11	5.95E-11
GRS001189671	5.09E-01	2.04E+01	1.46E-01	8.33E-15	9.53E-10	1.00E-01	2.42E+01	6.67E-01	5.19E+04	N	21	1.67E-10	1.81E-10	2.24E-10	3.03E-10	4.29E-10	6.22E-10	9.07E-10	1.31E-09	1.81E-09	2.31E-09	2.53E-09	2.31E-09	1.81E-09	1.31E-09	9.07E-10	6.22E-10	4.29E-10	3.03E-10	2.24E-10	1.81E-10	1.67E-10
GRS001189906	4.93E-01	3.26E+01	2.44E-01	2.49E-15	1.04E-09	1.00E-01	4.44E+01	6.67E-01	5.19E+04	N	21	3.11E-10	3.30E-10	3.89E-10	4.92E-10	6.45E-10	8.55E-10	1.12E-09	1.44E-09	1.75E-09	2.00E-09	2.10E-09	2.00E-09	1.75E-09	1.44E-09	1.12E-09	8.55E-10	6.45E-10	4.92E-10	3.89E-10	3.30E-10	3.11E-10
GRS101189927	-3.38E+00	3.54E+02	1.53E+00	2.57E-15	1.16E-08	1.00E-01	4.36E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.32E-07	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001191116	-2.64E+00	3.60E+02	3.77E-01	2.95E-15	1.14E-11	1.00E-01	4.08E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.92E-11	5.34E-11	6.30E-11	5.34E-11	2.92E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001193208	4.99E-02	4.02E+01	6.32E-02	1.95E-14	1.98E-09	1.00E-01	1.89E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.50E-10	1.36E-09	5.99E-09	2.43E-08	5.99E-09	1.36E-09	2.50E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001196777	2.62E+00	5.19E+01	2.59E-01	3.34E-16	2.69E-11	1.00E-01	1.21E+02	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.38E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001197014	3.60E-02	6.14E+01	3.60E-01	7.88E-15	2.11E-11	1.00E-01	2.49E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.47E-12	2.10E-11	4.83E-11	8.47E-11	1.05E-10	8.47E-11	4.83E-11	2.10E-11	4.47E-12	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001200730	9.24E-01	2.63E+02	9.03E-01	2.64E-14	1.39E-12	1.00E-01	1.36E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.77E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001202256	1.82E-01	1.30E+01	5.18E-01	1.76E-14	2.58E-10	1.00E-01	1.67E+01	6.67E-01	5.19E+04	N	21	2.44E-10	2.44E-10	2.44E-10	2.45E-10	2.45E-10	2.45E-10	2.46E-10	2.46E-10	2.46E-10	2.47E-10	2.47E-10	2.47E-10	2.46E-10	2.46E-10	2.46E-10	2.45E-10	2.45E-10	2.45E-10	2.44E-10	2.44E-10	2.44E-10
GRS001202363	-3.16E+01	2.99E+02	3.95E-01	3.83E-16	1.67E-09	1.00E-01	1.13E+02	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.34E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001202702	-1.14E+01	3.48E+02	4.86E-01	3.00E-16	1.70E-10	1.00E-01	1.28E+02	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.41E-09	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001203140	-9.64E-02	8.93E-01	7.05E-01	6.66E-15	1.04E-10	1.00E-01	2.71E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.09E-09	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001205810	1.02E+00	4.62E+01	3.75E-01	9.20E-15	8.96E-10	1.00E-01	2.31E+01	6.67E-01	5.19E+04	N	21	6.37E-10	6.45E-10	6.69E-10	7.10E-10	7.67E-10	8.37E-10	9.18E-10	1.00E-09	1.08E-09	1.13E-09	1.15E-09	1.13E-09	1.08E-09	1.00E-09	9.18E-10	8.37E-10	7.67E-10	7.10E-10	6.69E-10	6.45E-10	6.37E-10
GRS001206701	3.07E+00	1.11E+01	1.89E-01	1.68E-16	4.43E-13	1.00E-01	1.71E+02	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.85E-12	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001209411	-8.57E-01	2.86E+02	2.63E-01	5.10E-14	1.06E-10	1.00E-01	9.79E+00	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.75E-10	4.96E-10	5.76E-10	4.96E-10	2.75E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001209711	-2.36E-01	3.53E+02	3.70E-01	8.86E-15	4.15E-10	1.00E-01	2.35E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.21E-11	1.42E-09	5.26E-09	1.42E-09	9.21E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001209823	1.87E+01	8.00E+01	5.75E-01	4.61E-15	2.64E-10	1.00E-01	3.26E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.28E-09	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001210599	5.37E-01	1.60E+01	2.77E-01	1.99E-16	4.97E-10	1.00E-01	1.57E+02	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.95E-09	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS011212490	-4.58E-01	2.83E+02	3.01E-01	1.03E-14	5.12E-09	1.00E-01	2.18E+01	6.67E-01	5.19E+04	N	21	6.49E-10	6.82E-10	7.87E-10	9.84E-10	1.32E-09	1.87E-09	2.83E-09	4.62E-09	8.30E-09	1.64E-08	2.54E-08	1.64E-08	8.30E-09	4.62E-09	2.83E-09	1.87E-09	1.32E-09	9.84E-10	7.87E-10	6.82E-10	6.49E-10
GRS001213194	2.69E+00	4.58E+00	4.38E-01	8.11E-16	7.07E-12	1.00E-01	7.77E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.41E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001213855	-1.02E+00	3.15E+02	1.43E-01	3.59E-15	1.26E-09	1.00E-01	3.69E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.29E-11	1.82E-10	4.42E-10	9.65E-10	2.12E-09	4.82E-09	7.96E-09	4.82E-09	2.12E-09	9.65E-10	4.42E-10	1.82E-10	4.29E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001219452	-3.36E+01	3.17E+02	2.23E-01	5.14E-17	1.36E-10	1.00E-01	3.09E+02	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.72E-09	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001221247	4.14E+00	3.24E+02	3.00E-01	7.15E-16	4.82E-12	1.00E-01	8.27E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.19E-11	7.26E-11	1.19E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001221720	6.74E-01	4.04E+01	6.93E-01	2.59E-14	1.18E-10	1.00E-01	1.37E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.32E-10	1.51E-09	4.32E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001224493	6.10E-01	3.25E+02	1.75E-01	8.36E-15	2.40E-10	1.00E-01	2.42E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.82E-10	1.13E-09	1.96E-09	1.13E-09	2.82E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001224877	-6.98E-01	1.56E+02	7.13E-01	1.47E-14	5.03E-12	1.00E-01	1.83E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.01E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001225364	3.53E-02	1.39E+02	2.67E-01	1.75E-16	1.31E-13	1.00E-01	1.67E+02	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.62E-12	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001227021	-2.39E+00	3.25E+02	3.34E-01	1.53E-15	5.50E-13	1.00E-01	5.66E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.10E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001227943	-4.95E-01	3.63E+01	1.17E-01	6.67E-15	6.65E-09	1.00E-01	2.71E+01	6.67E-01	5.19E+04	N	21	1.70E-09	1.75E-09	1.92E-09	2.24E-09	2.77E-09	3.63E-09	5.03E-09	7.40E-09	1.15E-08	1.77E-08	2.18E-08	1.77E-08	1.15E-08	7.40E-09	5.03E-09	3.63E-09	2.77E-09	2.24E-09	1.92E-09	1.75E-09	1.70E-09
GRS001234029	4.02E-01	7.89E+00	2.66E-01	6.40E-15	3.11E-11	1.00E-01	2.76E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.56E-10	3.11E-10	1.56E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001234381	4.77E-01	1.38E+02	5.35E-01	1.41E-15	7.95E-11	1.00E-01	5.88E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.59E-09	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001235626	6.82E-02	3.32E+02	4.57E-01	4.17E-15	2.30E-11	1.00E-01	3.42E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.30E-10	0.00E+00	2.30E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001236497	5.03E+00	9.14E+00	7.97E-01	8.68E-15	2.06E-10	1.00E-01	2.37E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.26E-10	3.27E-09	4.26E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001240750	-9.65E-01	7.96E+00	2.80E-01	3.43E-14	4.91E-09	1.00E-01	1.20E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.96E-10	5.89E-09	8.56E-08	5.89E-09	3.96E-10	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001241681	3.57E+00	1.99E+01	6.91E-01	1.58E-15	4.40E-10	1.00E-01	5.57E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.81E-09	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS101242611	-5.75E+00	3.40E+02	5.25E-01	4.72E-16	1.89E-08	1.00E-01	1.02E+02	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.78E-07	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001243451	1.03E+01	5.96E+01	4.47E-01	5.19E-16	8.60E-13	1.00E-01	9.71E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.72E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001244347	4.20E-02	3.44E+02	2.07E-01	1.60E-14	2.84E-11	1.00E-01	1.75E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.67E-12	1.57E-11	3.23E-11	4.98E-11	6.59E-11	7.74E-11	8.16E-11	7.74E-11	6.59E-11	4.98E-11	3.23E-11	1.57E-11	1.67E-12	0.00E+00	0.00E+00	0.00E+00	0.00E+00
GRS001245192	-1.65E+00	3.26E+02	3.01E-01	1.72E-15	1.71E-10	1.00E-01	5.33E+01	6.67E-01	5.19E+04	N	21	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.91E-11	3.32E-10	7.47E-10	1.07E-09	7.47E-10	3.32E-10	9.91E-11	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
